account_id,customer_name,date_of_birth,postcode,region,creditor,debt_type,original_balance,current_balance,interest_rate_pct,default_date,account_status,vulnerability_flag,dsar_requested,marketing_consent,assigned_agent
DC100097,Neil Webster,1961-12-22,W11 1SE,London,Leeds City Council,Rent Arrears,13034.67,4161.37,28.15,20-09-2023,Open,None,N,N,Christine B.
DC100017,JADE TAYLOR,1944-05-28,CB0P 1JH,South West,Summit Consumer Credit,Credit Card,11601.12,11601.12,28.26,2025-04-13,Written Off,None,N,Y,Karl W.
DC100759,Roy Rees,1945-08-15,JE1Y 0ZE,South West,Kestrel Bank,Overdraft,9993.8,2248.94,0.91,2023-09-06,Open,None,N,Y,Gemma C.
DC100633,Francis Parker,05/03/2003,AB6 5DY,Yorkshire,Kestrel Bank,Personal Loan,8655.09,8655.09,20.91,2024-10-21,Disputed,None,N,Unknown,Peter S.
DC100367,Beverley Vincent,1996-02-02,S63 2UA,Wales,Aurora Credit Ltd,Rent Arrears,3842.5,2198.94,2.83,18/07/2025,In Arrangement,Mental Health,N,N,Edward O.
DC100500,Gavin Greenwood,1946-03-24,BN8X 0ER,London,Pinnacle Retail Finance,Overdraft,948.07,99.59,16.01,04-03-2026,OPEN,None,N,Unknown,Claire H.
DC100432,Hugh Hill,1976-05-25,B1K 7ZN,Midlands,Hallgate Bank,Credit Card,6063.93,5046.61,12.78,2025-06-12,Disputed,None,N,Unknown,Rachel J.
DC101004,Joseph Taylor,1988-04-09,ZE7 2PT,South East,Summit Consumer Credit,Utility Arrears,2814.99,2127.37,25.19,2025-08-13,Open,None,N,N,Julian H.
DC100227,Bruce Robson,1962-02-09,RM1 8ZZ,,Yorkshire Utilities Group,Mobile Phone Contract,556.16,556.16,10.56,2023-04-09,In Arrangement,,N,N,Tina K.
DC100568,Darren Barnett,01/13/2004,PL9 0LW,North West,Yorkshire Utilities Group,Catalogue Debt,6667.91,6667.91,6.18,2024-07-25,On Hold,,N,N,Jasmine P.
DC100434,Gordon Winter,09/05/1942,L9 6BP,South West,Leeds City Council,Mobile Phone Contract,13292.24,13292.24,14.61,04/03/2025,On Hold,None,N,N,Bruce M.
DC100449,Alice Clark,1973-04-09,TD5 8ER,Wales,Meridian Telecom,Personal Loan,5961.74,5533.55,22.49,13/01/2026,Open,Mental Health,N,N,Kenneth R.
DC100743,Timothy Harrison,1974-11-18,G3B 6BL,Scotland,Yorkshire Utilities Group,Store Card,2383.23,266.64,26.17,2023-06-07,Written Off,None,N,Y,Alex M.
DC101099,Alexandra Roberts,07-09-1993,B5 2YT,North West,Vantage Home Finance,Council Tax,2470.67,1606.44,6.72,07/02/2026,Written Off,None,N,Y,Julia W.
DC101034,Terence Reynolds,1976-05-15,W3S 4EX,North West,Vantage Home Finance,Council Tax,10083.7,8115.78,2.39,2025-09-29,Open,None,N,N,Kathryn P.
DC100075,Michelle Carr,2006-09-05,HR9 1PX,Wales,Aurora Credit Ltd,Catalogue Debt,924.87,480.39,,06-01-2023,On Hold,None,N,Y,Jessica W.
DC100041,Maria Jones,1956-12-28,GL3M 5XD,Midlands,Pinnacle Retail Finance,Overdraft,7452.13,7452.13,8.62,2024-06-11,Closed,None,N,N,Ashley H.
DC100558,Angela McCarthy,2002-08-03,GU1 4HG,North East,Vantage Home Finance,Mobile Phone Contract,9326.55,9326.55,,2024-04-05,Open,None,N,Y,Jennifer M.
DC100603,Sean Harrison,23/01/1971,W5U 3ND,Yorkshire,Leeds City Council,Overdraft,9862.57,9862.57,11.91,11/07/2023,Closed,None,N,Y,Alan P.
DC100629,Kayleigh Stokes,14/07/1989,HX04 9HA,Scotland,Yorkshire Utilities Group,Catalogue Debt,14357.1,270.57,25.6,2023-08-22,Written Off,None,N,Y,Dominic R.
DC101115,Sean Johnson,1946-04-02,M1H 3LF,London,Vantage Home Finance,Personal Loan,3033.95,2831.42,,23/08/2024,In Arrangement,None,N,N,Julie B.
DC100226,Chloe Parsons,18/03/1955,PO73 1FE,Wales,Leeds City Council,Rent Arrears,6195.95,6195.95,17.19,2025-08-26,Open,Physical Health,N,Unknown,Joan E.
DC100716,Wendy Stokes,05/04/1981,IM1R 4TQ,South West,Northbridge Finance,Catalogue Debt,3347.33,2708.71,26.87,25/05/2023,On Hold,None,N,Y,Mark O.
DC101184,Dominic Gibbs,1945-12-17,TW2 7XQ,Yorkshire,Vantage Home Finance,Store Card,4149.69,933.5,11.81,2025-09-30,On Hold,None,N,N,Antony G.
DC100137,Marc James,1956-10-26,NR9 7XF,,Kestrel Bank,Utility Arrears,2163.5,540.67,21.27,2024-08-27,Open,None,N,N,Molly Y.
DC100132,Kevin Tucker,1984-01-27,SK2A 9TB,Scotland,Vantage Home Finance,Personal Loan,1846.35,1196.46,9.36,2024-02-22,Open,None,N,Y,Malcolm R.
DC100859,Benjamin Blackburn,1948-07-04,W5 2PE,Yorkshire,Northbridge Finance,Council Tax,13195.95,4389.66,,2026-01-14,Open,None,N,Y,Amelia P.
DC101057,Elaine Khan,1964-01-25,DD6 7DG,Wales,Meridian Telecom,Catalogue Debt,2048.68,2048.68,28.42,05-02-2023,Open,None,N,Y,Elliot A.
DC100813,Karen Bartlett,08/06/1996,M9 4ZW,South East,Yorkshire Utilities Group,Store Card,6197.63,1567.1,12.82,25-06-2024,In Arrangement,None,N,N,Jay M.
DC100138,Gary Gordon,10/09/2008,S6W 2PD,South East,Hallgate Bank,Store Card,13219.86,11989.16,0.07,2025-07-15,Open,Bereavement,N,N,Barbara H.
DC100033,Leigh Briggs,1962-01-19,E6K 4BS,South East,Leeds City Council,Mobile Phone Contract,10072.6,6684.21,17.83,2025-02-04,Closed,None,N,N,David R.
DC100944,Tracy Ward,1995-11-12,N88 1WH,North West,Northbridge Finance,Utility Arrears,6975.04,4199.79,2.68,03-11-2025,In Arrangement,None,N,N,Garry L.
DC100973,Eric Taylor,1974-05-16,CW26 0XP,Scotland,Aurora Credit Ltd,Overdraft,10030.91,5664.87,11.53,15/07/2024,In Arrangement,None,N,N,Gillian L.
DC100831,Oliver White,27/09/2000,IV61 4UH,North East,Vantage Home Finance,Store Card,4027.31,279.55,12.74,2025-06-18,In Arrangement,None,N,N,Ronald T.
DC100179,Ellie Butler,31/05/1943,L7D 4AH,Wales,Leeds City Council,Utility Arrears,3452.09,1606.48,26.21,03/01/2023,On Hold,None,N,Y,Karl H.
DC100285,Jeremy Harris,1972-09-25,TS8E 1JQ,North East,Meridian Telecom,Personal Loan,8061.27,4830.18,24.34,2025-08-16,In Arrangement,None,N,N,Francis R.
DC100247,BENJAMIN BURKE,2007-07-16,IG19 1AD,Wales,Meridian Telecom,Council Tax,12873.91,12873.91,14.88,27/03/2023,In Arrangement,None,N,N,Joe P.
DC100938,Sophie Fletcher,1986-02-16,,Midlands,Aurora Credit Ltd,Utility Arrears,3500.9,3500.9,,2022-12-17,Open,None,N,N,Tina R.
DC100404,Sheila Armstrong,1962-12-12,B67 3SN,Scotland,Vantage Home Finance,Overdraft,10910.65,10910.65,19.49,06/15/2025,Written Off,None,N,N,Lisa K.
DC100996,Stanley Perkins,1972-10-22,L9S 5GH,Scotland,Aurora Credit Ltd,Personal Loan,2137.25,739.23,25.85,2025-05-27,On Hold,None,N,Y,Hannah T.
DC100321,Irene Hodgson,1994-06-08,,,Kestrel Bank,Utility Arrears,2537.73,2537.73,1.23,2024-11-16,Open,None,N,Y,Leanne W.
DC100143,Pamela Smith,1995-08-16,BS02 6UT,Wales,Vantage Home Finance,Catalogue Debt,14454.24,14454.24,20.65,2024-04-24,Open,None,N,N,Dennis C.
DC100002,Mandy Payne,30/03/1954,S3H 0GS,London,Pinnacle Retail Finance,Personal Loan,13059.11,13059.11,,2025-04-07,Closed,None,N,N,Maurice W.
DC100080,Diane Marshall,15-10-1971,,South East,Leeds City Council,Rent Arrears,14162.54,14162.54,24.38,2023-11-27,Written Off,Financial Hardship,N,Y,Beverley D.
DC100976,Hilary McCarthy,1975-06-30,W53 7HP,London,Leeds City Council,Catalogue Debt,4583.28,4583.28,23.67,24-06-2023,On Hold,Mental Health,N,Y,Wayne H.
DC100446,FRANCES BENTLEY,22/10/1966,DD99 9QN,South East,Kestrel Bank,Rent Arrears,1068.99,496.44,17.66,22/01/2023,closed,None,N,Y,Brett W.
DC100424,Bethan Kaur,1967-06-14,G7 7DL,,Aurora Credit Ltd,Overdraft,6714.56,6393.9,13.28,2023-12-27,Disputed,None,N,Y,Brandon M.
DC101002,Ruth Ward,1977-04-19,CH7 1PS,East Anglia,Hallgate Bank,Utility Arrears,13217.62,3007.2,12.15,2024-06-08,Open,None,N,,Derek C.
DC101001,Jenna Jones,2006-10-05,IP7H 9YR,North West,Yorkshire Utilities Group,Utility Arrears,2827.35,1101.21,,2022-11-25,Closed,None,N,Y,Darren S.
DC100765,Melanie Shepherd,20/01/1953,SL4W 5EL,Scotland,Meridian Telecom,Utility Arrears,2474.48,2474.48,13.86,21/05/2024,Open,None,N,N,Dawn A.
DC101042,Howard Evans,02/03/1987,M70 7LG,North West,Hallgate Bank,Catalogue Debt,12496.77,8389.69,0.64,07/02/2024,Closed,None,N,N,Rhys D.
DC100127,Carly Jarvis,14/09/1993,LS2E 7BN,South West,Summit Consumer Credit,Credit Card,6818.64,2741.54,10.75,16/07/2024,Disputed,Mental Health,N,N,Reece T.
DC100471,Gerald Wood,1957-11-07,E0K 9EE,Yorkshire,Pinnacle Retail Finance,Council Tax,5362.71,5362.71,8.38,08/11/2022,Open,None,N,Y,Nicholas B.
DC100464,Malcolm Lowe,1998-08-15,M44 1ZG,Wales,Aurora Credit Ltd,Catalogue Debt,5779.56,5779.56,8.78,23/10/2023,On Hold,None,N,N,Marie H.
DC100387,John Morgan,1980-03-27,PH2N 3GU,South West,Meridian Telecom,Council Tax,6818.76,6818.76,10.14,05/06/2025,Written Off,None,N,N,George V.
DC100426,Samuel Read,2002-10-03,WN2E 2BS,London,Hallgate Bank,Council Tax,1722.4,1722.4,,12/08/2024,In Arrangement,None,N,N,Mohammad G.
DC100194,Ashleigh Nash,21/03/1967,B4 5LE,South East,Leeds City Council,Rent Arrears,5544.92,5544.92,20.99,2024-02-19,In Arrangement,None,N,Y,Wayne H.
DC100913,James Fowler,1942-01-31,S7 2NN,South West,Kestrel Bank,Mobile Phone Contract,9666.45,9666.45,2.32,28/05/2026,Open,None,N,Y,Peter W.
DC100572,Chloe Manning,10/30/1950,W4 7SE,Midlands,Northbridge Finance,Overdraft,10890.76,8558.08,18.34,15-08-2023,Disputed,None,N,Y,Olivia T.
DC101038,Danielle Smith,1974-05-19,FK1Y 8ZY,East Anglia,Meridian Telecom,Overdraft,13678.55,13678.55,10.26,2025-01-13,Open,None,N,Y,Nicola J.
DC101177,Abigail Williams,2000-03-26,W8 7ZH,Yorkshire,Kestrel Bank,Store Card,4421.81,4421.81,20.19,23-01-2024,Closed,None,N,N,Christine C.
DC100839,Martyn Gordon,08-07-1943,WA9 6TY,,Aurora Credit Ltd,Utility Arrears,5943.79,5943.79,16.2,2024-10-04,Closed,None,N,Y,Denis B.
DC100725,Eileen Perry,1981-11-10,N66 9JD,South West,Summit Consumer Credit,Personal Loan,14658.65,7329.4,17.56,2024-05-13,Open,None,N,Unknown,Mathew H.
DC100394,Charlotte Moss,06/23/1976,BL5 9DA,,Pinnacle Retail Finance,Catalogue Debt,14982.5,14982.5,21.16,2025-06-20,Disputed,None,N,N,Gavin L.
DC100600,Melanie Oliver,28/03/1956,KA78 0TF,Midlands,Yorkshire Utilities Group,Utility Arrears,11522.47,2287.33,2.4,2025-11-11,Open,None,N,Y,Mark E.
DC101186,Wayne Smith,1982-02-17,LL3 2EJ,,Northbridge Finance,Mobile Phone Contract,5163.04,1100.26,,2024-02-28,Disputed,None,N,Y,Shaun H.
DC100744,Rachel Brown,19/04/1954,KA84 3PS,Scotland,Yorkshire Utilities Group,Catalogue Debt,10296.68,8562.91,11.35,2026-02-08,Open,None,N,Unknown,Catherine L.
DC100589,John Webb,1998-05-12,WD79 0UR,London,Vantage Home Finance,Rent Arrears,525.64,333.42,27.53,2024-05-30,In Arrangement,None,N,Y,Danielle L.
DC100031,Kelly Stone,08/07/1996,,Scotland,Vantage Home Finance,Personal Loan,14130.84,11328.27,16.92,2026-02-18,Legal Action,None,N,N,Bruce H.
DC100768,Annette Page,1981-08-22,L66 8XU,Wales,Hallgate Bank,Credit Card,14254.78,2846.97,0.54,2025-03-19,In Arrangement,None,N,Unknown,Stacey W.
DC101074,Elliot Griffiths,1948-11-03,E87 2WB,East Anglia,Meridian Telecom,Rent Arrears,13135.31,13135.31,,2025-12-11,Open,None,N,Y,Pauline J.
DC100993,Tony Mitchell,12/08/1981,N87 4LX,London,Yorkshire Utilities Group,Credit Card,10235.04,10235.04,24.41,2024-08-25,On Hold,None,N,Y,Frederick C.
DC100357,Yvonne Austin,1964-05-23,DT9 7RY,Scotland,Yorkshire Utilities Group,Store Card,10941.61,10941.61,11.05,30/06/2026,Written Off,None,N,N,Christopher S.
DC100650,Leonard Wong,16/08/1998,DL17 2WR,Wales,Kestrel Bank,Mobile Phone Contract,12919.9,6136.37,20.34,2026-07-07,Closed,None,N,N,Leah M.
DC101131,KIRSTY BALL,31/01/1998,M0 2PH,Midlands,Northbridge Finance,Council Tax,6429.9,1090.13,17.68,07/28/2023,Open,None,N,N,Dawn M.
DC100985,Marian Lyons,05/11/2006,N8F 7GW,North West,Yorkshire Utilities Group,Council Tax,9410.59,9410.59,6.87,2025-03-30,Open,None,N,Y,Hayley J.
DC100435,Kim Kelly,14/04/1984,TQ1 4WX,,Kestrel Bank,Catalogue Debt,10194.92,3084.25,17.29,06/04/2025,Open,None,N,Y,Brandon P.
DC100311,Leanne Macdonald,1974-08-23,S9 8GY,South West,Yorkshire Utilities Group,Personal Loan,11717.78,11717.78,14.48,18/10/2024,In Arrangement,Financial Hardship,N,Y,Kyle E.
DC100059,Lesley Clark,01/03/1945,B2C 1JE,East Anglia,Summit Consumer Credit,Catalogue Debt,1125.38,815.88,18.1,2024-08-24,In Arrangement,None,N,N,Nicole M.
DC100413,Daniel Thomas,09/06/2003,IV20 5QN,North West,Aurora Credit Ltd,Personal Loan,12662.66,6169.36,16.33,01/12/2023,Written Off,Bereavement,N,N,Damian T.
DC100495,Robin Wright,21/08/1997,KW3H 6YJ,South East,Aurora Credit Ltd,Personal Loan,6903.9,6903.9,23.08,2023-10-25,Open,None,N,N,Marie H.
DC100592,Jennifer Barnes,30/08/1955,PL7 4RS,South East,Kestrel Bank,Mobile Phone Contract,12810.75,4418.36,28.12,2026-04-13,Closed,None,N,N,Ellie R.
DC100830,Valerie Joyce,1948-02-23,E31 0YL,Midlands,Hallgate Bank,Store Card,6858.32,2180.61,5.09,2022-12-01,Closed,None,N,Y,Shane C.
DC100257,Brandon Khan,07/06/1951,LU5E 3YG,South East,Vantage Home Finance,Store Card,2978.77,1952.51,13.17,2026-06-09,Written Off,None,N,Y,Gemma P.
DC100264,Joel Smith,1944-02-05,CV05 6DN,London,Aurora Credit Ltd,Utility Arrears,6728.62,445.65,22.8,17/12/2024,On Hold,None,N,Y,Irene J.
DC100053,Phillip Evans,1958-04-16,M8A 1JS,Scotland,Vantage Home Finance,Overdraft,6009.43,6009.43,28.11,2023-10-26,Closed,None,N,Y,Wendy D.
DC100590,Molly Hudson,2002-04-08,B80 9PX,,Leeds City Council,Store Card,13678.96,1151.67,29.77,13/02/2026,Open,None,N,Y,Philip P.
DC100922,Adrian Thompson,24/06/1970,S7 8UF,North West,Vantage Home Finance,Rent Arrears,2102.85,1562.23,29.22,2026-07-12,Written Off,None,N,Y,Lorraine F.
DC101060,Brian Andrews,16-07-1953,L51 9QY,East Anglia,Hallgate Bank,Credit Card,7492.91,495.89,16.2,2025-02-25,In Arrangement,None,N,Y,Edward N.
DC100417,Nicole Ashton,23/08/1989,,North West,Pinnacle Retail Finance,Store Card,14705.56,11702.62,9.11,11-06-2023,Disputed,None,N,N,Derek M.
DC100523,Danielle Ali,2003-05-06,G83 8ZW,Scotland,Northbridge Finance,Store Card,6995.17,6995.17,13.53,2023-05-12,Open,None,N,Unknown,Stacey E.
DC100120,Glen Short,1951-08-16,G6B 7QA,London,Vantage Home Finance,Overdraft,11320.98,3252.39,16.16,2024-06-24,Open,None,N,N,Elizabeth M.
DC100792,Samantha Jones,1977-02-19,KY5Y 0XZ,London,Kestrel Bank,Utility Arrears,2589.77,676.19,1.35,2025-10-16,In Arrangement,None,N,N,Joe H.
DC101113,Rhys Curtis,1987-07-11,RH7 8PY,Midlands,Pinnacle Retail Finance,Overdraft,8398.42,,26.4,15-04-2026,Open,None,N,Y,Mohamed H.
DC101172,Joyce Davison,1943-06-09,B1 9LN,Midlands,Pinnacle Retail Finance,Council Tax,8548.01,8548.01,24.38,2025-04-22,Open,None,N,N,Sharon S.
DC101072,Karl Warren,02/12/1973,SM6A 2JD,South West,Summit Consumer Credit,Utility Arrears,4187.35,4187.35,4.51,26/01/2025,In Arrangement,Financial Hardship,N,N,Kim C.
DC100467,Connor Barnett,1972-04-10,SW83 6UL,,Yorkshire Utilities Group,Store Card,4380.76,3795.14,29.39,2024-08-02,Closed,None,N,N,Jacob H.
DC100203,Samuel Moore,01/08/1984,TQ6 0EL,Wales,Hallgate Bank,Rent Arrears,3318.3,2217.01,29.34,03/04/2025,Open,None,Y,N,Ross D.
DC100588,Carl Hicks,01/01/1971,W9 3NY,East Anglia,Yorkshire Utilities Group,Utility Arrears,5875.12,5875.12,24.92,2024-08-15,Disputed,None,N,N,Deborah B.
DC100148,Sophie Owen,18-12-1967,N84 6WT,East Anglia,Aurora Credit Ltd,Council Tax,973.27,973.27,0.08,2024-12-15,Open,None,N,Y,Georgina W.
DC100829,Chloe Sharpe,1947-05-17,KW3M 6GZ,Scotland,Vantage Home Finance,Credit Card,1950.77,1950.77,5.04,2025-04-06,In Arrangement,None,N,Y,Martyn H.
DC100193,Nicola Williams,10/12/1986,M3 1LF,,Leeds City Council,Rent Arrears,682.1,307.56,19.57,2025-04-23,Written Off,Elderly - Support Needed,N,Y,Jessica E.
DC100158,Shannon Dixon,1978-12-09,L3 8JJ,Yorkshire,Hallgate Bank,Rent Arrears,2820.27,2820.27,17.46,14/10/2023,On Hold,None,N,Y,Lee S.
DC100340,Maria Parkinson,1959-04-27,G6S 5YD,North East,Northbridge Finance,Credit Card,6541.54,556.43,19.72,2025-08-17,Closed,None,N,N,Georgia S.
DC100331,Sally Sanders,1953-03-26,DG1 9BX,Scotland,Pinnacle Retail Finance,Utility Arrears,6988.3,6454.39,26.6,19-02-2025,On Hold,None,N,N,Bethany B.
DC100027,Brett Vaughan,1984-01-17,LA8Y 8AE,South East,Leeds City Council,Overdraft,14199.02,13921.69,28.51,2023-09-30,In Arrangement,None,N,N,Keith H.
DC100690,Wendy Thomson,1965-10-04,KW33 0QA,South East,Hallgate Bank,Utility Arrears,2163.64,1339.4,0.59,12/12/2022,Open,None,N,N,Amelia K.
DC100007,Gary Kelly,2004-11-03,DN7 7FL,,Leeds City Council,Rent Arrears,13156.42,,4.57,26-02-2026,Open,Mental Health,N,N,Bradley S.
DC101192,Natalie Walker,2001-01-15,M5 0UD,North East,Hallgate Bank,Store Card,410.8,410.8,13.06,02/19/2026,Open,None,N,Y,Jay F.
DC101160,Liam Sullivan,1957-07-10,HX3M 0SB,,Kestrel Bank,Council Tax,4285.96,2227.64,,2025-09-03,Written Off,None,N,Y,Danny P.
DC100870,Georgina Khan,07/03/1970,HU3 6BJ,Yorkshire,Summit Consumer Credit,Personal Loan,4251.12,241.42,20.04,2026-03-27,Closed,None,N,Y,Dale G.
DC100236,Timothy Lawrence,1986-07-25,ML0A 3BU,North West,Aurora Credit Ltd,Catalogue Debt,1097.32,133.11,2.52,2023-03-05,Open,None,N,Y,Julie C.
DC100549,Jade Phillips,1984-02-07,OL08 5TF,,Northbridge Finance,Rent Arrears,972.04,220.06,11.58,21-11-2025,Disputed,None,N,Y,Cameron H.
DC101193,Dylan Woodward,03/01/1952,M00 8QA,East Anglia,Pinnacle Retail Finance,Rent Arrears,10866.27,8677.08,20.82,2026-08-10,Written Off,None,N,Y,Lucy A.
DC100169,Kevin Doherty,06/21/1986,S4 3YD,Yorkshire,Summit Consumer Credit,Rent Arrears,8654.81,8654.81,20.26,2023-12-05,Closed,None,N,Y,Jordan D.
DC100581,Jason Walker,14/03/1973,M38 4YB,South East,Kestrel Bank,Credit Card,12618.8,12618.8,16.9,21/04/2023,Disputed,None,N,Y,Lynn H.
DC100731,George Thomson,08/12/1945,G9 1NX,Yorkshire,Pinnacle Retail Finance,Credit Card,8461.05,8461.05,0.36,2023-08-30,Open,None,N,Y,Valerie M.
DC100708,Paula Barrett,1967-02-12,TR2 1RA,South East,Summit Consumer Credit,Store Card,6882.0,6882.0,9.43,2024-05-19,OPEN,None,N,N,Shannon D.
DC100251,Kerry Smith,04/27/2008,S5 8UQ,,Meridian Telecom,Mobile Phone Contract,13551.9,6097.25,16.84,06/11/2024,Legal Action,None,N,N,Anna K.
DC100362,Cameron Wong,,N21 1UZ,Yorkshire,Summit Consumer Credit,Utility Arrears,7704.76,5602.97,2.3,2023-07-08,In Arrangement,None,N,N,Thomas M.
DC101076,Luke Adams,20-12-1974,N09 2PL,East Anglia,Hallgate Bank,Rent Arrears,935.14,935.14,18.62,2026-07-16,In arrangement,None,N,Y,Clive D.
DC100522,Lydia Roberts,1959-03-08,CB8 2AF,Midlands,Yorkshire Utilities Group,Mobile Phone Contract,11443.25,7874.95,13.53,2025-06-15,Open,None,N,Y,Maureen W.
DC100965,Norman Garner,1944-01-16,S42 8BZ,London,Pinnacle Retail Finance,Credit Card,6164.66,3840.42,7.24,2024-12-19,In Arrangement,,N,N,Tracey W.
DC100788,Marc Alexander,08-02-1945,W3T 1LT,East Anglia,Yorkshire Utilities Group,Overdraft,1760.72,1221.34,28.72,2024-01-24,Open,None,N,Y,Ian K.
DC101129,Elliot Gilbert,14-12-1984,PL86 2EB,South West,Hallgate Bank,Credit Card,9771.49,4289.35,6.16,2024-06-28,Written Off,None,N,N,Charlotte N.
DC101085,Julie Hutchinson,1977-12-31,IG43 2UE,South East,Summit Consumer Credit,Overdraft,3545.2,3022.78,12.09,2025-09-18,Open,None,N,Y,Joanna R.
DC100425,Ben Edwards,14/02/1949,RH51 8ZG,North West,Kestrel Bank,Utility Arrears,366.22,65.73,,2023-03-03,Open,Elderly - Support Needed,N,N,Gemma W.
DC100956,Jill Weston,17/12/1947,SL1 0GP,,Hallgate Bank,Credit Card,2766.84,306.62,5.8,17/11/2025,Closed,None,N,N,Scott A.
DC100050,Anna Gill,01-05-1964,BR8 0SU,South West,Leeds City Council,Credit Card,5480.54,3859.0,20.51,26/05/2024,Open,None,N,Y,Kenneth W.
DC100797,Andrea Wright,1977-08-18,SM6X 9ED,London,Aurora Credit Ltd,Rent Arrears,2797.9,1601.18,13.23,2024-03-20,Open,None,N,N,Stuart A.
DC100887,Samuel Harris,05-12-1950,L5 3RY,Midlands,Pinnacle Retail Finance,Catalogue Debt,8410.96,8410.96,14.82,14/01/2025,Legal Action,None,N,N,Ryan M.
DC100507,Stewart Thompson,1958-05-27,TD0 5NT,East Anglia,Meridian Telecom,Utility Arrears,3741.19,3741.19,11.67,2024-08-13,In Arrangement,None,N,Y,Mohammed H.
DC100521,Susan Parker,1960-07-22,L2 9GX,London,Aurora Credit Ltd,Personal Loan,10714.01,6931.86,1.8,2025-03-23,Open,None,Y,Y,Brandon C.
DC100711,Rhys Baker,2004-04-06,,South East,Meridian Telecom,Overdraft,3402.16,3402.16,,2023-08-09,On Hold,None,N,N,Lorraine G.
DC100142,Jemma Vaughan,1958-09-20,S9S 7XN,Midlands,Hallgate Bank,Mobile Phone Contract,9677.41,9677.41,18.78,2023-07-19,In Arrangement,None,N,Y,Jemma A.
DC100764,Jamie Wilson,2005-10-05,N1 1BZ,South East,Vantage Home Finance,Council Tax,1748.97,1748.97,13.02,2023-10-29,Open,None,N,N,Derek W.
DC100770,Aaron Wall,09-10-1944,M72 3HJ,,Leeds City Council,Credit Card,13507.48,13507.48,17.35,2024-02-02,Legal Action,None,N,N,William M.
DC100186,Andrew Hill,1959-05-28,S2 1WF,North West,Hallgate Bank,Council Tax,12485.19,11175.32,23.26,20/07/2026,Open,None,N,,Cameron L.
DC100615,Vanessa Ball,1990-10-06,B94 8DH,Yorkshire,Vantage Home Finance,Council Tax,1610.1,675.99,18.54,2025-04-02,Closed,None,N,N,Marian F.
DC100359,Gemma Moore,1993-01-29,SL79 7EL,Wales,Hallgate Bank,Mobile Phone Contract,5657.88,180.73,3.94,08/09/2025,In Arrangement,None,N,N,Joseph C.
DC101088,Duncan Taylor,1949-08-07,PO9 1DD,South East,Leeds City Council,Overdraft,430.08,430.08,14.01,2026-05-15,Written Off,None,Y,Y,Michael B.
DC101154,Wayne Cox,04/02/2005,ME56 8QX,Yorkshire,Hallgate Bank,Store Card,9344.45,9344.45,,2024-12-04,In Arrangement,Mental Health,N,N,Kenneth F.
DC100336,Julia Holland,16/04/1980,L0J 8XU,South West,Yorkshire Utilities Group,Personal Loan,4783.3,113.94,23.99,22/04/2024,In Arrangement,None,N,Y,Hilary R.
DC100624,Gail Palmer,1964-08-14,M0C 4DR,Midlands,Yorkshire Utilities Group,Council Tax,1329.79,268.73,13.64,13-03-2025,Disputed,None,N,N,Amelia L.
DC100755,Georgina Pritchard,1949-10-22,HG0 5JL,London,Northbridge Finance,Credit Card,2287.68,2287.68,28.51,29-03-2026,In Arrangement,None,N,N,Edward S.
DC100679,Charlene Stephens,18/08/1998,BA9 6WJ,London,Kestrel Bank,Rent Arrears,6014.36,6014.36,14.02,10/08/2024,Open,None,N,Y,Stephanie F.
DC100182,Ross Cox,28-10-1941,S4C 5JR,South West,Meridian Telecom,Overdraft,8707.74,7328.13,14.27,2024-11-20,Written Off,None,Y,N,Shirley L.
DC100280,John Wilson,1982-02-02,SO4P 5TL,South East,Hallgate Bank,Credit Card,1870.16,1870.16,22.91,2026-06-01,Legal Action,Financial Hardship,N,Y,Charlie H.
DC100078,MELANIE ALI,31/01/1987,E96 7YF,London,Vantage Home Finance,Overdraft,7803.33,7803.33,19.98,05-06-2023,Closed,None,N,Y,Dale H.
DC101109,Deborah Jones,22/02/1959,IV24 3HU,Scotland,Hallgate Bank,Utility Arrears,883.14,131.28,22.16,2023-06-30,In Arrangement,None,N,Y,Lynda W.
DC101145,Steven Booth,26-07-1961,UB3 3AA,Scotland,Leeds City Council,Credit Card,1406.87,12.6,19.68,06/09/2025,Open,Financial Hardship,N,Y,Robert D.
DC101166,Stewart Lucas,03/07/1963,EX9 3ZF,,Pinnacle Retail Finance,Utility Arrears,4352.4,2915.36,18.43,2025-05-15,Open,None,N,N,Charlene H.
DC100214,Leslie Porter,10/03/1979,NR81 4XQ,South East,Meridian Telecom,Store Card,3591.49,3591.49,26.36,2025-09-30,In Arrangement,None,Y,N,Joanna W.
DC100479,Clifford Booth,2001-09-06,LU1 3FB,East Anglia,Hallgate Bank,Utility Arrears,7263.25,3660.96,0.63,11-03-2025,Written Off,None,N,Y,Alex P.
DC100900,Natasha Mitchell,01/08/1942,L0H 5HN,North East,Vantage Home Finance,Personal Loan,2439.33,700.27,26.94,2026-04-04,Written Off,None,N,Y,Alexandra P.
DC100302,Sarah Talbot,05/18/1999,YO2R 1ST,Yorkshire,Meridian Telecom,Store Card,6625.46,1033.25,16.01,03-03-2026,Written Off,None,N,Y,Jordan C.
DC100329,Jennifer Palmer,1996-08-17,L26 2NQ,London,Kestrel Bank,Personal Loan,14334.07,14334.07,5.0,2022-11-04,In Arrangement,None,N,Y,Mark F.
